furniture-10000101,ハロウィン-ゴシック・ベッド
furniture-20003809,M500：ねえ、チビちゃん。手伝ってくれない？//nSuper-Shorty：できないよ。テーブルに手届かないもん……//nM500：そこにスツールがあるじゃない！//nSuper-Shorty：高すぎて、やっぱり届かないんだもん……（涙声）
furniture-10003810,深夜食堂-キッチンスツール(右)
furniture-20003810,M500：ねえ、チビちゃん。手伝ってくれない？//nSuper-Shorty：できないよ。テーブルに手届かないもん……//nM500：そこにスツールがあるじゃない！//nSuper-Shorty：高すぎて、やっぱり届かないんだもん……（涙声）
furniture-10003811,深夜食堂-キッチンシェルフ
furniture-20003811,m45：あら？Ak 5、さっき私がオーブンから出したパンを見なかった？//nAk 5：さっき……P7が魚の缶詰と一緒に持って行ったような……ん？m45姉様、なに笑ってるんですか？m45姉様？
furniture-10003812,深夜食堂-キッチンハンガー
furniture-20003812,79式：見てください、スーパーバイザー！あと少し塩を足せば、次の工程に進めます！//nMP40：少しって……どれくらいですか？//n79式：お好みで？//nMP40：（メモを取りながら）79式の言語および数学モジュールは再度オーバーホールが必要ですね。
furniture-10003813,深夜食堂-キッチンのブラインド
furniture-20003813,PSM：……素敵な夜ですね。//nトカレフ：今食べてるパンに缶詰のニシンが詰まっていても？//nPSM：味は良いじゃないですか。どうしてこの前は、みんな不味いって言ってたんでしょう？//nトカレフ：ん～、それはきっと……みんなあなたを驚かしたかったんじゃない？
furniture-10040019,カフェ壁紙
furniture-20040019,
furniture-10040020,カフェ蛍光灯
furniture-20040020,
furniture-10040021,カフェフロア
furniture-20040021,
furniture-10040022,カフェカーペット
furniture-20040022,
furniture-10040023,カフェバーカウンター
furniture-20040023,
furniture-10040024,カフェラック
furniture-20040024,
furniture-10040025,カフェ壁掛け
furniture-20040025,
furniture-10040026,カフェフロア音響
furniture-20040026,
furniture-10040027,カフェテーブル(左)
furniture-20040027,
furniture-10040028,カフェテーブル(中央)
furniture-20040028,
furniture-10040029,カフェテーブル(右)
furniture-20040029,
furniture-10040030,カフェコーヒー豆キャニスター
furniture-20040030,
furniture-10040031,カフェ椅子(左)
furniture-20040031,
furniture-10040032,カフェ椅子(右)
furniture-20040032,
furniture-10040033,カフェハイスツール
furniture-20040033,
furniture-10040034,カフェバーカウンター裏板
furniture-20040034,
furniture-10040035,カフェバーカウンター冷蔵庫
furniture-20040035,
furniture-10040036,コーヒーマシン
furniture-20040036,
furniture-10040037,レコードプレーヤー
furniture-20040037,
furniture-10040038,ノート
furniture-20040038,
furniture-10040039,カフェ椅子(ロング)
furniture-20040039,
furniture-10040040,カフェハイスツール(対話なし)
furniture-20040040,
furniture-10040041,カフェハイスツール(ロング)
furniture-20040041,
furniture-10040042,カフェフロア
furniture-20040042,
furniture-10040043,カフェバリケード
furniture-20040043,
furniture-10040044,カフェバリケードライン
furniture-20040044,
furniture-10040045,本棚
furniture-20040045,
furniture-10040046,映写機
furniture-20040046,
furniture-10003601,酒と避難所-「栄光のアルバム」タイル
furniture-20003601,人間の活動が記録されている地殻の化石。人間と人形は同じように靴を履き、足元にガムで印をつけるのが好きだということを示している。
furniture-10003602,酒と避難所-「免罪符」ラグ
furniture-20003602,昔、街に放火して略奪した強盗が、これを買ってその上に跪き、懺悔するよう迫られた。そして名前に「馮」と加えて罪人の烙印とされた。
furniture-10003603,酒と避難所-「悪魔の手術台」バーカウンター
furniture-20003603,この小さな個人診療台は、人間の様々な精神的問題を治療したり、それを悪化――少なくともその問題がもう問題にならないようにした。
furniture-10003604,酒と避難所-「より危険な狼」バイク
furniture-20003604,通常、動物保護団体の抗議により、人間は動物に騎乗するのをやめて機械に変更したが、そのために落下や死傷事故が大幅に増加したと考えられている。
furniture-10003605,酒と避難所-「老犬のベッド」ソファ
furniture-20003605,犬はどこで探せばいいの？おとなしくて忠実で、耳は垂れてて、人形を咬まない犬。しかもこの怪しい場所で発狂しなければ最高。
furniture-10003606,酒と避難所-「ストリートパーカッション」ビリヤード台
furniture-20003606,人間は短い休暇の中で、体を運かすことと精神的楽しみの両方に配慮するのが難しいため、この運動が生まれた。囲碁サッカー部も同様。
furniture-10003607,酒と避難所-「産業的尺度」ラック
furniture-20003607,創造主たちは各種物事の価値をはかるのが好きだ。彼らは貴重なものをここへ入れ、死ぬまで動かさない。
furniture-10003608,酒と避難所-「パンドラの箱」物資箱
furniture-20003608,箱には次のように書かれている。いったん開けると、互いを殺し合う惨劇を引き起こし、希望に至っては……生き延びた者こそが希望だ。
furniture-10003609,酒と避難所-「リサイクルステーション」テーブル
furniture-20003609,人間は不用品をここに置き、片付けられるのを待つのが好きだ……私たちがそのことを知っているのは、彼らが決して待っていないからだ。
furniture-10003610,酒と避難所-「ちびの助っ人」スツール
furniture-20003610,「この道具は、人間が背の高さで同類を差別していることを証明している。そうだろ、チビ？」「そうかもね。とにかくまず放せ。殺しはしないから。」
furniture-10003611,酒と避難所-「ストーリー・トリガー」チェア(左)
furniture-20003611,人それぞれ語りつくせぬ物語があるが、そんなこと誰が気にするだろう？戦争が止まぬのは、皆は自分が不幸だと思っているからだ。
furniture-10003612,酒と避難所-「ストーリー・トリガー」チェア(右)
furniture-20003612,人人都有讲不完的故事，可谁在乎呢？战争之所以无法停息，就是因为人人都认为自己很不幸嘛。
furniture-10003613,酒と避難所-「チョコレート」レンガ
furniture-20003613,人間の成長など、まったく無意味なように思える。思い切って悪いことをするのを無邪気と称し、おどおどしながら良いことをするのを成熟と称しているからだ。
furniture-10003614,酒と避難所-「新人のライオットシール」標的
furniture-20003614,これが現代の盾の原形だと信じているのには理由がある。弾痕だらけで、よく暴力的な場面に出現する。
furniture-10003615,酒と避難所-「オリーブの枝」ライト
furniture-20003615,「オリーブの枝を投げる」は、古い新聞に出てくる分かりにくい用語の1つだった。この折れ曲がった電撃凶器と結び付くまでは。
furniture-10003616,酒と避難所-「KEEP OUT」非常口
furniture-20003616,とても面白いことに、入ってくるのは〆切の近い者ばかり。まだ先の彼女たちは……今日は飲みたくないかもしれない。（肩をすくめる）
